vuln_id,repo_url,fix_commit
CVE-2024-47164,https://github.com/gradio-app/gradio,08b51590163b306fd874f543f6fcaf23ac7d2646
CVE-2024-47532,https://github.com/zopefoundation/RestrictedPython,d701cc36cccac36b21fa200f1f2d1945a9a215e6
CVE-2024-47874,https://github.com/encode/starlette,fd038f3070c302bff17ef7d173dbb0b007617733
CVE-2024-4941,https://github.com/gradio-app/gradio,ee1e2942e0a1ae84a08a05464e41c8108a03fa9c
CVE-2024-49768,https://github.com/Pylons/waitress,e4359018537af376cf24bd13616d861e2fb76f65
CVE-2024-51998,https://github.com/dgtlmoon/changedetection.io,49bc982c697169c98b79698889fb9d26f6b3317f
CVE-2024-52303,https://github.com/aio-libs/aiohttp,bc15db61615079d1b6327ba42c682f758fa96936
CVE-2024-52804,https://github.com/tornadoweb/tornado,d5ba4a1695fbf7c6a3e54313262639b198291533
CVE-2024-53848,https://github.com/python-jsonschema/check-jsonschema,c52714b85e6725b1b24516fbdedacb333b939152
CVE-2024-53861,https://github.com/jpadilla/pyjwt,33022c25525c1020869c71ce2a4109e44ae4ced1
CVE-2024-53865,https://github.com/zhmcclient/python-zhmcclient,ad32781e782d0f604c6da4680fce48e4cc1f4433
CVE-2024-53981,https://github.com/Kludex/python-multipart,c4fe4d3cebc08c660e57dd709af1ffa7059b3177
CVE-2024-55655,https://github.com/sigstore/sigstore-python,300b502ae99ebfaace124f1f4e422a6a669369cf
CVE-2024-56201,https://github.com/pallets/jinja,767b23617628419ae3709ccfb02f9602ae9fe51f
CVE-2024-56326,https://github.com/pallets/jinja,48b0687e05a5466a91cd5812d604fa37ad0943b4
CVE-2024-6844,https://github.com/corydolphin/flask-cors,35d875319621bd129a38b2b823abf4a2f6cda536
CVE-2024-6866,https://github.com/corydolphin/flask-cors,eb39516a3c96b90d0ae5f51293972395ec3ef358
CVE-2024-9701,https://github.com/kedro-org/kedro,66e5e074b2789469550370f370c8b486f638d975
CVE-2025-10157,https://github.com/mmaitre314/picklescan,28a7b4ef753466572bda3313737116eeb9b4e5c5
CVE-2025-1716,https://github.com/mmaitre314/picklescan,78ce704227c51f070c0c5fb4b466d92c62a7aa3d
CVE-2025-1944,https://github.com/mmaitre314/picklescan,e58e45e0d9e091159c1554f9b04828bbb40b9781
CVE-2025-22153,https://github.com/zopefoundation/RestrictedPython,48a92c5bb617a647cffd0dadd4d5cfe626bcdb2f
CVE-2025-24359,https://github.com/lmfit/asteval,45bb47533f7abb5479618ae7f6a809215700dcb2
CVE-2025-27516,https://github.com/pallets/jinja,90457bbf33b8662926ae65cdde4c4c32e756e403
CVE-2025-43859,https://github.com/python-hyper/h11,114803a29ce50116dc47951c690ad4892b1a36ed
CVE-2025-46656,https://github.com/matthewwithanm/python-markdownify,959561879693bf4a576f99c6733b50b01186aa08
CVE-2025-47287,https://github.com/tornadoweb/tornado,b39b892bf78fe8fea01dd45199aa88307e7162f3
CVE-2025-48383,https://github.com/codingjoe/django-select2,e5f41e6edba004d35f94915ff5e2559f44853412
CVE-2025-48994,https://github.com/XML-Security/signxml,e3c0c2b82a3329a65d917830657649c98b8c7600
CVE-2025-50181,https://github.com/urllib3/urllib3,f05b1329126d5be6de501f9d1e3e36738bc08857
CVE-2025-5120,https://github.com/huggingface/smolagents,33a942e62b6fbf6a35d41f1c735bda2d64c163d0
CVE-2025-53365,https://github.com/modelcontextprotocol/python-sdk,7b420656de48cfdb90b39eb582e60b6d55c2f891
CVE-2025-53366,https://github.com/modelcontextprotocol/python-sdk,29c69e6a47d0104d0afcea6ac35e7ab02fde809a
CVE-2025-54121,https://github.com/encode/starlette,9f7ec2eb512fcc3fe90b43cb9dd9e1d08696bec1
CVE-2025-54413,https://github.com/skops-dev/skops,0aeca055509dfb48c1506870aabdd9e247adf603
CVE-2025-54886,https://github.com/skops-dev/skops,29d61ea8a92f2bde6830e8f32cc72a1a87211cda
CVE-2025-57804,https://github.com/python-hyper/h2,035e9899f95e3709af098f578bfc3cd302298e3a
CVE-2025-58180,https://github.com/OctoPrint/OctoPrint,be4201ef58d9a7c03593252398c16eada90a258b
CVE-2025-58367,https://github.com/dgilland/pydash,2015f0a4bcdbc3a5b27652e38fe97b3ee13ac15f
CVE-2025-58438,https://github.com/jjjake/internetarchive,cba2d459e10a9489fb35caeba0b03e80f5f5d7c2
CVE-2025-59420,https://github.com/authlib/authlib,6b1813e4392eb7c168c276099ff7783b176479df
CVE-2025-59940,https://github.com/mondeja/mkdocs-include-markdown-plugin,7466d67aa0de8ffbc427204ad2475fed07678915
CVE-2025-6176,https://github.com/google/brotli,67d78bc41db1a0d03f2e763497748f2f69946627
CVE-2025-61765,https://github.com/miguelgrinberg/python-socketio,53f6be094257ed81476b0e212c8cddd6d06ca39a
CVE-2025-61920,https://github.com/authlib/authlib,867e3f87b072347a1ae9cf6983cc8bbf88447e5e
CVE-2025-62708,https://github.com/py-pdf/pypdf,e51d07807ffcdaf18077b9486dadb3dc05b368da
CVE-2025-62727,https://github.com/Kludex/starlette,4ea6e22b489ec388d6004cfbca52dd5b147127c5
CVE-2025-62800,https://github.com/jlowin/fastmcp,2a20f54617a37213ed83894a8c2f0ac38a2e83a3
GHSA-3gf5-cxq9-w223,https://github.com/mmaitre314/picklescan,1931c2d04eaca8d20597705ff39cab78ba364e4b
GHSA-3vg9-h568-4w9m,https://github.com/mmaitre314/picklescan,aecd11be98702caa9ba9b12189d91ad596a36114
GHSA-4r9r-ch6f-vxmx,https://github.com/mmaitre314/picklescan,7f994d62084fe43f1cffdef2f9bae6923344ef53
GHSA-753j-mpmx-qq6g,https://github.com/tornadoweb/tornado,d65f6e71a77f53a1ff0a0dc55704be13f04eb572
GHSA-9gvj-pp9x-gcfr,https://github.com/mmaitre314/picklescan,58983e1c20973ac42f2df7ff15d7c8cd32f9b688
GHSA-hfmc-7525-mj55,https://github.com/ronf/asyncssh,0bc73254f41acb140187e0c89606311f88de5b7b
GHSA-vhmj-5q9r-mm9g,https://github.com/eduMFA/eduMFA,ad9d18be31e8a6f536c646dc037d945de33fac60
GHSA-w235-7p84-xx57,https://github.com/tornadoweb/tornado,7786f09f84c9f3f2012c4cf3878417cb9f053669
